service_id,name,description,route,created_at,updated_at
32,Documentos requeridos según el tipo de solicitante:,,,2022-01-28 08:45:52,2022-01-28 08:45:52
32,"Esposa(o) si era casado legamente, para lo cual deberá depositar:",,,2022-01-28 08:46:31,2022-01-28 08:46:31
32,"Original del extracto de acta de matrimonio, debidamente legalizada (aplica en caso de que el afiliado (a) fallecido (a) fuere legalmente casado).",,,2022-01-28 08:47:08,2022-01-28 08:47:08
32,"Original del extracto de acta de nacimiento del cónyuge beneficiario (a), debidamente legalizada.",,,2022-01-28 08:49:38,2022-01-28 08:49:38
32,"Compañero(a) de vida, en caso de que el fallecido fuera soltero(a) y hubiere procreado hijos(as) con éste(a), y/o cumpla con lo dispuesto en el numeral 5 del Art. 55 de la Constitución de la República Dominicana, depositar:",,,2022-01-28 08:51:49,2022-01-28 08:51:49
32,Original de la Compulsa contentiva de la Determinación de Herederos del fallecido ( debidamente legalizada en la Procuraduría General de la República.,,,2022-01-28 08:52:58,2022-01-28 08:52:58
32,Copia de Determinación de Herederos realizada por 7 comparecientes y 2 Testigos.,,,2022-01-28 08:54:46,2022-01-28 08:54:46
32,"Dichos comparecientes y testigos no pueden tener apellidos iguales entre sí, ni con la docente, los beneficiarios de ni con el notario; Anexar todas las Cédulas de los Comparecientes y Testigos.",,,2022-01-28 08:56:00,2022-01-28 08:56:00
32,Hijo (a) menor de 18 años:,,,2022-01-28 08:56:48,2022-01-28 08:56:48
32,"Consejo de familia debidamente homologado por el Juzgado de Primera Instancia del domicilio del beneficiario (a), y registrado ante la Dirección de Registro Civil y Conservaduría de Hipoteca.",,,2022-01-28 08:57:54,2022-01-28 08:57:54
32,Aplica en caso de que el fallecido haya dejado como beneficiario a un menor de edad en ausencia de tutores legales.,,,2022-01-28 08:58:46,2022-01-28 08:58:46
32,Hijo (a) mayor de 18 años y menor de 21 años:,,,2022-01-28 08:59:27,2022-01-28 08:59:27
32,"Original sellada y firmada de constancia de estudiante emitida por una entidad escolar, donde se haga que constar que el hijo (a) beneficiario (a) se encontraba realizando estudios regulares durante no menos de seis (6) meses anteriores del deceso.",,,2022-01-28 09:00:45,2022-01-28 09:00:45
32,"Declaración de Soltería (aplica para los hijos (as) mayores de 18 años y menores de 21 años, que no se hayan casado, no hayan vivido bajo concubinato, ni hayan tenido hijos. Incluir cédulas de los testigos instrumentales al efecto).",,,2022-01-28 09:02:21,2022-01-28 09:02:21
32,Hijo (a) con discapacidad:,,,2022-01-28 09:03:05,2022-01-28 09:03:05
32,"Certificación de la calificación de discapacidad emitida por la Comisión Médica Regional que corresponde (aplica en caso de que el finado haya tenido un hijo, independientemente de la edad, en estado de discapacidad).",,,2022-01-28 09:03:45,2022-01-28 09:03:45
32,Copia certificada de la Sentencia de declaración de interdicción.,,,2022-01-28 09:04:35,2022-01-28 09:04:35
32,Consejo de familia debidamente homologado por el Juzgado de Primera Instancia del domicilio del beneficiario y registrado ante la Dirección de Registro Civil y Conservaduría de Hipoteca.,,,2022-01-28 09:05:18,2022-01-28 09:05:18
32,Padres del Fallecido (a):,,,2022-01-28 09:05:47,2022-01-28 09:05:47
32,"Acto de notoriedad (aplica en caso de que los beneficiarios sean los padres del fallecido, y dependan única y exclusivamente del afiliado fallecido).",,,2022-01-28 09:06:22,2022-01-28 09:06:22
49,Copia carnet del afiliado,Copia carnet del afiliado,,2019-02-18 13:31:19,2019-02-18 13:31:19
49,Copia de la Cedula de Identidad,Por ambos lados del tramitante o propietario la compañía exportadora,,2019-01-04 17:22:57,2019-01-04 17:22:57
49,Indicación médica,Indicación médica,,2019-02-18 13:27:24,2019-02-18 13:27:24
49,Historial Clínico,Historial Clínico,,2019-02-18 13:27:42,2019-02-18 13:27:42
49,Copia Estudios médicos,Copia Estudios médicos,,2019-02-18 13:27:59,2019-02-18 13:27:59
50,Año escolar,Año escolar,,2019-02-18 13:54:20,2019-02-18 13:54:20
50,Convocatoria de pruebas nacionales,Convocatoria de pruebas nacionales,,2019-02-18 13:54:06,2019-02-18 13:54:06
50,Código del Estudiante (RNE),"Tener a su alcance el Código de Estudiante (Número de Registro Estudiante (RNE)). En el caso de no recordar este último, dirigirse al botón de la pregunta (¿Olvidaste tu RNE?) en el siguiente enlace: http://certificado.ministeriodeeducacion.gob.do/",,2019-02-18 13:53:34,2019-02-18 13:53:34
61,"Para solicitar el Pasaporte de Lectura Mecánica el solicitante debe iniciar su proceso en línea, y para retirar su nuevo pasaporte renovado, deberá traer la libreta que tiene actualmente.","Para solicitar el Pasaporte de Lectura Mecánica el solicitante debe iniciar su proceso en línea, y para retirar su nuevo pasaporte renovado, deberá traer la libreta que tiene actualmente.",,2019-06-04 18:43:29,2019-06-04 18:43:29
61,Deberá enviar todos los documentos mencionados a continuación a través del sistema de solicitud en línea. Los mismos deberán ser escaneados en formato. JPG,"Deberá enviar todos los documentos mencionados a continuación a través del sistema de solicitud en línea. Los mismos deberán ser escaneados en formato JPG, cada página de manera individual (un archivo JPG por página solicitada, ambas caras en documentos con información adicional detrás del mismo). Éstos documentos no deben presentar ningún tipo de alteración, borradura, tachadura u omisión de información, de lo contrario la solicitud será rechazada:",,2019-06-04 18:44:09,2019-06-04 18:44:09
61,Acta de Nacimiento Legalizada.,Acta de Nacimiento Legalizada.,,2019-06-04 18:44:20,2019-06-04 18:44:20
61,Copia Cédula de Identidad y Electoral.,Copia Cédula de Identidad y Electoral.,,2019-06-04 18:44:54,2019-06-04 18:44:54
61,Foto Digital. La misma debe cumplir con las siguientes especificaciones:,"Tamaño de 2 x 2 pulgadas (5 x 5 cm). No se aceptarán otros formatos.
Incluya una cara completa, de frente y con ojos abiertos.
Asegúrese que la foto presente una cabeza completa desde arriba del pelo hasta los hombros.
Tome la foto con un fondo blanco. No se aceptarán otros colores de fondo.
La cabeza y la parte superior de los hombros deben ocupar entre el 70 y el 80% de la fotografía. Desde la parte superior de la cabeza hasta el borde superior de la fotografía debe haber al menos dos milímetros de separación. No se aceptarán fotos con objetos, otras personas incluídas en la misma, ni con alteraciones de colores.
Evite sombras sobre la cara o en el fondo.
La cara en la foto debe tener una expresión normal (boca cerrada)
Las fotos no deben incluir gafas de sol o sombreros
El contraste y la luz en la foto debe ser normales.",,2019-06-04 18:45:37,2019-06-04 18:45:37
61,Todos los documentos solicitados deberán ser escaneados sin alteraciones en el formato indicado:,"Todos los documentos solicitados deberán ser escaneados sin alteraciones en el formato indicado: la cédula debe ser reciente (ambas caras), páginas 2 y 3 de la libreta de pasaportes (la hoja de datos y la del número de libreta). La foto deberá ser adjunta en el apartado indicado, se recomienda hacerla en un estudio fotográfico, con fondo blanco.",,2019-06-04 18:47:36,2019-06-04 18:47:36
64,Prueba Documento,,eyJpdiI6Im53Z0JTUW5MVndlTXJXc053VHgzeVE9PSIsInZhbHVlIjoiRVk3Y2VIQ20yK2lpa1JCcnRUT0FkV0M3UzRiaUMzdFwvTkVIeW0zcHFXeE5IMDVXYkcxSGpmVDZVMEFRZkxjVGVwTUcrNWp4aUNJMzRFRHNDXC9GVWdRdz09IiwibWFjIjoiZjY5YjI0N2I0ZTI4YWZlNmEzNDY4MmM3NjI3NDRlZDM4NGI5MjgxMTVlYTVhNmFkYTU4MDE4ZGQ1ZjM2MzhjNSJ9,2019-02-28 22:38:52,2019-02-28 22:38:52
64,Año escolar,Año escolar,,2019-02-18 13:54:20,2019-02-18 13:54:20
64,Convocatoria de pruebas nacionales,Convocatoria de pruebas nacionales,,2019-02-18 13:54:06,2019-02-18 13:54:06
64,Código del Estudiante (RNE),"Tener a su alcance el Código de Estudiante (Número de Registro Estudiante (RNE)). En el caso de no recordar este último, dirigirse al botón de la pregunta (¿Olvidaste tu RNE?) en el siguiente enlace: http://certificado.ministeriodeeducacion.gob.do/",,2019-02-18 13:53:34,2019-02-18 13:53:34
65,Haber solicitado en la institución de estudios superiores correspondiente el servicio de legalización y certificación de documentos académicos.,,,2019-06-03 15:13:20,2019-06-03 15:13:20
69,Solicitud formal del titular de su institución a nuestro Director General. En esta solicitud también deben indicar cuál es el contacto que llevará el proceso por parte de la institución cliente,Solicitud formal del titular de su institución a nuestro Director General. En esta solicitud también deben indicar cuál es el contacto que llevará el proceso por parte de la institución cliente,eyJpdiI6IjFKdWRCcjRsTDRHXC82RzZ6NXVEajZnPT0iLCJ2YWx1ZSI6IjBtaUJ2SitrUSs0OWZBOU9oZXp6c3hDa3dBc3FpU2RndDI5UkdtQjVLYkpEcml2SGFcL0JpMEVDNDhKbEtXZGg1WTJzTWV0ZEtGWnlDOWZuakVSOUMyUT09IiwibWFjIjoiNGRjNDZmNjYyNWFhMWMwYmU5MzY5ZDZmODU1Zjc2NTczZmE1NzA3ZDg4ZTM1YzcyMjAwZTAzOWRkNWQ4MDVmOSJ9,2019-03-21 01:54:10,2019-03-21 01:54:10
69,Que cada persona haga la solicitud individual de su certificado vía formulario web,Que cada persona haga la solicitud individual de su certificado vía formulario web,,2019-03-21 01:43:21,2019-03-21 01:43:21
69,"Autorización del superior de la persona que utilizara el certificado, firmada, sellada y timbrada.","Autorización del superior de la persona que utilizara el certificado, firmada, sellada y timbrada.",,2019-03-21 01:42:53,2019-03-21 01:42:53
71,Tener a su alcance el código de Estudiante (Número de Registro Estudiante (RNE),,,2019-03-29 14:05:53,2019-03-29 14:05:53
71,Convocatoria de Pruebas Nacionales,,,2019-03-29 14:06:09,2019-03-29 14:06:09
71,Año Escolar,,,2019-03-29 14:06:19,2019-03-29 14:06:19
72,Ser dominicano y/o nacionalidad dominicana.,Ser dominicano y/o nacionalidad dominicana.,,2019-03-29 15:01:57,2019-03-29 15:01:57
72,Haber aprobado el 2do. de bachiller,Haber aprobado el 2do. de bachiller,,2019-05-16 08:47:45,2019-05-16 08:47:45
72,Tener un promedio mínimo general de 80 o 3.0.,Tener un promedio mínimo general de 80 o 3.0.,,2019-05-16 08:49:01,2019-05-16 08:49:01
72,Ser mayor de 16 años,Ser mayor de 16 años,,2019-05-16 08:49:36,2019-05-16 08:49:36
72,"Documentos que debes subir: récord de notas (no certificado de estudio), fotos 2x2, copia de cédula, copia acta de nacimiento (si es menor de edad).","Documentos que debes subir: récord de notas (no certificado de estudio), fotos 2x2, copia de cédula, copia acta de nacimiento (si es menor de edad).",,2019-05-16 08:50:08,2019-05-16 08:50:08
73,Ser dominicano y/o nacionalidad dominicana.,Ser dominicano y/o nacionalidad dominicana.,,2019-03-29 15:01:57,2019-03-29 15:01:57
73,Ser admitido en nuestra institución.,Ser admitido en nuestra institución.,,2019-03-29 15:02:07,2019-03-29 15:02:07
73,Tener un promedio acumulado de bachillerato de 90 puntos.,Tener un promedio acumulado de bachillerato de 90 puntos.,,2019-03-29 15:02:16,2019-03-29 15:02:16
73,Crear un usuario de ORBI.,Crear un usuario de ORBI.,,2019-03-29 15:02:23,2019-03-29 15:02:23
73,Hacer la solicitud en la fecha indicada.,Hacer la solicitud en la fecha indicada.,,2019-03-29 15:02:31,2019-03-29 15:02:31
76,Acta de Nacimiento original y legalizada.,Acta de Nacimiento original y legalizada.,,2019-03-29 20:10:38,2019-03-29 20:10:38
76,Recibo de pago de Impuestos del Banco de Reservas. Dicho recibo debe estar vigente y exclusivamente a nombre de la persona que solicita el servicio de emisión del pasaporte.,Recibo de pago de Impuestos del Banco de Reservas. Dicho recibo debe estar vigente y exclusivamente a nombre de la persona que solicita el servicio de emisión del pasaporte.,,2019-03-29 20:09:27,2019-03-29 20:09:27
76,"En el pasaporte aparecerá el nombre conforme figura en la Cédula de Identidad y Electoral, siempre y cuando coincida con la base de datos de la JCE.","En el pasaporte aparecerá el nombre conforme figura en la Cédula de Identidad y Electoral, siempre y cuando coincida con la base de datos de la JCE.",,2019-03-29 20:09:46,2019-03-29 20:09:46
76,Para solicitar y retirar el Pasaporte de Lectura Mecánica el solicitante debe presentarse personalmente.,Para solicitar y retirar el Pasaporte de Lectura Mecánica el solicitante debe presentarse personalmente.,,2019-03-29 20:09:56,2019-03-29 20:09:56
76,"Para retirar el pasaporte, debe presentar la Cédula de Identidad y Electoral original (nueva) y el formulario de entrega de pasaporte (que recibe al momento de finalizar su solicitud).","Para retirar el pasaporte, debe presentar la Cédula de Identidad y Electoral original (nueva) y el formulario de entrega de pasaporte (que recibe al momento de finalizar su solicitud).",,2019-03-29 20:10:08,2019-03-29 20:10:08
76,Cédula de Identidad y Electoral original (Nuevo formato).,,,2019-05-30 17:13:09,2019-05-30 17:13:09
76,Foto Digital a tomar en la Oficina de Pasaportes.,,,2019-05-30 15:06:50,2019-05-30 15:06:50
77,Número de cédula,Número de cédula,,2019-03-29 20:40:59,2019-03-29 20:40:59
78,Ser titular.,Ser titular.,,2019-03-29 20:53:28,2019-03-29 20:53:28
78,Formulario de descuento del Plan Magisterial Máximo.,Formulario de descuento del Plan Magisterial Máximo.,,2019-03-29 20:53:39,2019-03-29 20:53:39
78,Copia de la Cedula de Identidad,Por ambos lados del tramitante o propietario la compañía exportadora,,2019-01-04 17:22:57,2019-01-04 17:22:57
79,Para incluir al cónyuge:,"a) Acta de matrimonio o unión libre.
b) Copia de cédula de ambos.",,2019-03-29 21:19:37,2019-03-29 21:19:37
79,Para hijos o hijastros menores de 18 años:,"a) Acta de nacimiento original del hijo o hijastro.
b) Copia de acta de matrimonio o declaración de unión libre en caso de hijastros.",,2019-03-29 21:24:17,2019-03-29 21:24:17
79,Si el hijo o hijastro es mayor de 18 años y menor de 21:,"a) Acta de nacimiento original del hijo o hijastro.
b) Copia cédula de identidad del hijo o hijastro.
c) Certificación de estudio (actualizada).",,2019-03-29 21:25:07,2019-03-29 21:25:07
79,b) Copia de cédula de ambos.,b) Copia de cédula de ambos.,,2019-03-29 21:28:55,2019-03-29 21:28:55
79,c) Certificación de estudio (actualizada).,c) Certificación de estudio (actualizada).,,2019-03-29 21:29:55,2019-03-29 21:29:55
79,a) Acta de nacimiento original del hijo o hijastro.,a) Acta de nacimiento original del hijo o hijastro.,,2019-03-29 21:29:09,2019-03-29 21:29:09
79,a) Acta de matrimonio o unión libre.,a) Acta de matrimonio o unión libre.,,2019-03-29 21:16:42,2019-03-29 21:16:42
80,Número de cédula de identificación,Número de cédula de identificación,,2019-03-29 23:28:30,2019-03-29 23:28:30
80,Descargar APP de Google Play o APP Store,Descargar APP de Google Play o APP Store,,2019-03-29 23:28:52,2019-03-29 23:28:52
81,"Carta de solicitud, llenado de formulario de solicitud y pago del servicio.","Carta de solicitud, llenado de formulario de solicitud y pago del servicio.",,2019-03-29 23:53:41,2019-03-29 23:53:41
82,"Carta de solicitud, llenar formulario de solicitud y pago del servicio.","Carta de solicitud, llenar formulario de solicitud y pago del servicio.",,2019-03-29 23:45:20,2019-03-29 23:45:20
83,"Instancia elevada al Ministro de Interior y Policía, solicitando el registro formal de la publicación, anexándole:","Instancia elevada al Ministro de Interior y Policía, solicitando el registro formal de la publicación, anexándole:",,2019-03-30 00:15:55,2019-03-30 00:15:55
83,"Copia de la Cédula de Identidad y Electoral del propietario, profesión y nacionalidad del director o sustituto, si lo hubiere.","Copia de la Cédula de Identidad y Electoral del propietario, profesión y nacionalidad del director o sustituto, si lo hubiere.",,2019-03-30 00:16:10,2019-11-27 11:41:02
83,Estatutos de la Sociedad o Compañía y Registro Mercantil si es como persona moral (Representante o Presidente).,Estatutos de la Sociedad o Compañía y Registro Mercantil si es como persona moral (Representante o Presidente).,,2019-03-30 00:16:19,2019-03-30 00:16:19
83,El Registro Mercantil solo si es como persona física.,El Registro Mercantil solo si es como persona física.,,2019-03-30 00:16:28,2019-03-30 00:16:28
83,"Registro del nombre comercial Oficina Nacional de la Propiedad Intelectual (ONAPI), si lo hay.","Registro del nombre comercial Oficina Nacional de la Propiedad Intelectual (ONAPI), si lo hay.",,2019-03-30 00:16:37,2019-03-30 00:16:37
83,Registro de Marca de la Oficina Nacional de la Propiedad Intelectual (ONAPI).,Registro de Marca de la Oficina Nacional de la Propiedad Intelectual (ONAPI).,,2019-03-30 00:16:47,2019-03-30 00:16:47
83,Copia RNC,Copia RNC,,2019-03-30 00:17:03,2019-03-30 00:17:03
83,"Llenar el formulario de (Declaración de Propósito), del Ministerio, en cumplimiento con las exigencias del artículo 6 de la ley 6131, disponible en la pág. web.","Llenar el formulario de (Declaración de Propósito), del Ministerio, en cumplimiento con las exigencias del artículo 6 de la ley 6131, disponible en la pág. web.",,2019-03-30 00:17:12,2019-03-30 00:17:12
83,Copia de la certificación emitida por el Ministerio de Interior y Policía de que la publicación no esté Registrada en los archivos.,Copia de la certificación emitida por el Ministerio de Interior y Policía de que la publicación no esté Registrada en los archivos.,,2019-03-30 00:17:21,2019-03-30 00:17:21
83,"Certificado de buena conducta del director de la publicación, expedido por la Procuraduría General de la República Dominicana","Certificado de buena conducta del director de la publicación, expedido por la Procuraduría General de la República Dominicana",,2019-03-30 00:17:30,2019-03-30 00:17:30
83,"Tasa administrativa de mil pesos (RD$ 1,000.00), por concepto de trámites y servicios, (este pago se realizara en caja piso 3 del Ministerio de Interior y Policía, con previa autorización Jurídica).","Tasa administrativa de mil pesos (RD$ 1,000.00), por concepto de trámites y servicios, (este pago se realizara en caja piso 3 del Ministerio de Interior y Policía, con previa autorización Jurídica).",,2019-03-30 00:17:39,2019-03-30 00:17:39
83,Instancia elevada al Ministro de Interior y Policía solicitando una certificación de que dicha publicación no esté registrada en los archivos del Ministerio; si no está registrada:,,,2019-06-03 17:00:03,2019-06-03 17:00:03
84,"Instancia elevada al Ministro de Interior y Policía, solicitando la Certificación de Vida y Costumbre, firmada por el interesado en la cual debe agregar su número de teléfono.","Instancia elevada al Ministro de Interior y Policía, solicitando la Certificación de Vida y Costumbre, firmada por el interesado en la cual debe agregar su número de teléfono.",,2019-03-30 01:21:45,2019-03-30 01:21:45
84,Dos (2) fotos 2x2 de frente.,Dos (2) fotos 2x2 de frente.,,2019-03-30 01:23:10,2019-03-30 01:23:10
84,Certificación original de No antecedentes judiciales de la Procuraduría General de la República Dominicana (Vigente).,Certificación original de No antecedentes judiciales de la Procuraduría General de la República Dominicana (Vigente).,,2019-03-30 01:22:12,2019-03-30 01:22:12
84,Copia de la Cedula de Identidad,Por ambos lados del tramitante o propietario la compañía exportadora,,2019-01-04 17:22:57,2019-01-04 17:22:57
84,"Tasa administrativa por valor de cincuenta pesos (RD$ 50.00), a ser pagado en caja en el Piso No. 3, previa autorización en la Dirección Jurídica.","Tasa administrativa por valor de cincuenta pesos (RD$ 50.00), a ser pagado en caja en el Piso No. 3, previa autorización en la Dirección Jurídica.",,2019-03-30 01:22:30,2019-03-30 01:22:30
85,Numero de Cédula,"",,2019-01-28 15:37:12,2019-01-28 15:37:12
86,Numero de Cédula,"",,2019-01-28 15:37:12,2019-01-28 15:37:12
87,Numero de Cédula,"",,2019-01-28 15:37:12,2019-01-28 15:37:12
88,Poseer una línea celular con cualquiera de las empresas de telecomunicaciones del país,Poseer una línea celular con cualquiera de las empresas de telecomunicaciones del país,,2019-03-30 02:31:56,2019-03-30 02:31:56
89,Estar claro con los datos estadísticos agrícolas que desea consultar,Estar claro con los datos estadísticos agrícolas que desea consultar,,2019-03-30 17:11:19,2019-03-30 17:11:19
90,Carta de solicitud,Carta de solicitud,,2019-03-30 17:29:57,2019-03-30 17:29:57
90,Copia certificada de la resolución,Copia certificada de la resolución,,2019-03-30 17:30:07,2019-03-30 17:30:07
90,Copia de las matrículas,Copia de las matrículas,,2019-03-30 17:30:16,2019-03-30 17:30:16
90,"Evidencia de que el/los vehículo(s) tiene(n) placa, marbete y revista al día.","Evidencia de que el/los vehículo(s) tiene(n) placa, marbete y revista al día.",,2019-03-30 17:30:26,2019-03-30 17:30:26
90,Póliza de seguros.,Póliza de seguros.,,2019-03-30 17:30:47,2019-03-30 17:30:47
91,Acta notarial.,Acta notarial.,,2019-03-30 17:39:01,2019-03-30 17:39:01
91,Capacidad técnica y económica.,Capacidad técnica y económica.,,2019-03-30 17:39:11,2019-03-30 17:39:11
91,Carta de intención o contrato de suministro.,Carta de intención o contrato de suministro.,,2019-03-30 17:39:20,2019-03-30 17:39:20
91,Certificación de la Dirección General de Impuestos Internos.,Certificación de la Dirección General de Impuestos Internos.,,2019-03-30 17:39:30,2019-03-30 17:39:30
91,Certificación expedida por los organismos oficiales que intervienen en el proceso.,Certificación expedida por los organismos oficiales que intervienen en el proceso.,,2019-03-30 17:39:40,2019-03-30 17:39:40
91,Certificado TSS.,Certificado TSS.,,2019-03-30 17:39:50,2019-03-30 17:39:50
91,Copia certificado de registro de nombre comercial (ONAPI).,Copia certificado de registro de nombre comercial (ONAPI).,,2019-03-30 17:40:04,2019-03-30 17:40:04
91,Copia de la documentación corporativa vigente registrada ante la cámara de comercio.,Copia de la documentación corporativa vigente registrada ante la cámara de comercio.,,2019-03-30 17:40:13,2019-03-30 17:40:13
91,Copia de poder legal.,Copia de poder legal.,,2019-03-30 17:40:23,2019-03-30 17:40:23
91,Copia de Registro Nacional de Contribuyente.,Copia de Registro Nacional de Contribuyente.,,2019-03-30 17:40:34,2019-03-30 17:40:34
91,Copia del Certificado de Registro Mercantil.,Copia del Certificado de Registro Mercantil.,,2019-03-30 17:40:44,2019-03-30 17:40:44
91,Documentación de importación.,Documentación de importación.,,2019-03-30 17:40:53,2019-03-30 17:40:53
91,Estados financieros.,Estados financieros.,,2019-03-30 17:41:02,2019-03-30 17:41:02
91,Póliza de seguro.,Póliza de seguro.,,2019-03-30 17:41:12,2019-03-30 17:41:12
91,Recursos y garantías financieras.,Recursos y garantías financieras.,,2019-03-30 17:41:22,2019-03-30 17:41:22
92,Constancia de registro provisional (Registro Nacional de Estaciones).,Constancia de registro provisional (Registro Nacional de Estaciones).,,2019-03-30 17:53:20,2019-03-30 17:53:20
93,Carta de solicitud,Carta de solicitud,,2019-03-30 17:29:57,2019-03-30 17:29:57
93,Llenado de formulario de solicitud,Llenado de formulario de solicitud,,2019-03-31 12:25:03,2019-03-31 12:25:03
93,Pago del servicio,Pago del servicio,,2019-03-31 12:25:32,2019-03-31 12:25:32
94,Llenado del Formulario de Registro y Control de Licenciataria y Administración Responsable.,Llenado del Formulario de Registro y Control de Licenciataria y Administración Responsable.,,2019-03-31 12:43:23,2019-03-31 12:43:23
