service_old_id,process_id,code_serv,name,provider,send,send_expertcode,app_movil,service_status_id,area_service_id,institution_id,service_type_id,expertform_id,flow_id,process_flow,rating,description,slug,criticidad,link_access,helper_link,document_exit,multiple_document,sirit_code,external_pay,config_service,status_alert,created_at,updated_at,visited,requested,is_always_available,institution_name,institution_acronym,area_name,area_slug
104,,mescyt-pago-en-linea-de-legalizacion-y-certificacion-de-documentos-academicos-(mescyt)-7104,Pago en Línea de Legalización y Certificación de Documentos Académicos (MESCYT),portal,1,0,1,2,1,7,1,,3,,0.00,"A través de este servicio, el usuario podrá validar los documentos remitidos por las Instituciones de Educación Superior (IES) nacionales donde inicialmente solicitó el servicio y proceder al pago en línea del mismo para su legalización. En este mismo servicio, el usuario podrá seleccionar los documentos y cantidad de copias que desea certificar y legalizar y de inmediato proceder con el pago en línea con tarjeta de crédito vía el portal del MESCyT.",pago-en-linea-de-legalizacion-y-certificacion-de-documentos-academicos-(mescyt),,https://www.mescyt.gob.do/,http://legalizaciones.mescyt.gob.do,,false,,0,,0,2019-04-01 14:10:55,2022-05-17 16:42:30,63,0,1,"Ministerio de Educación Superior, Ciencia y Tecnología",MESCYT,Educación,EDUCACION
124,,bnphu-biblioteca-virtual-accesible-“lily-cassa”-37124,Biblioteca virtual accesible “Lily Cassá”,portal,1,0,1,1,1,37,1,,4,,0.00,"Espacio virtual que brinda herramientas para que personas que no puedan realizar una lectura convencional tengan acceso a material educativo y cultural, entre los que se cuentan literatura, historia, cultura, costumbres y tradiciones dominicanas.",biblioteca-virtual-accesible-“lily-cassa”,,http://bnphu.gob.do,http://bnphu.gob.do/usepedi/,,false,,0,,0,2019-04-01 16:03:03,2022-09-30 01:08:50,66,0,1,Biblioteca Nacional Pedro Henríquez Ureña,BNPHU,Educación,EDUCACION
125,,bnphu-biblioteca-digital-del-patrimonio-bibliografico-dominicano-37125,Biblioteca Digital del Patrimonio Bibliográfico Dominicano,portal,1,0,1,1,1,37,1,,4,,0.00,"Ubicación y acceso a mil títulos pertenecientes a la Colección Valiosa Dominicana. El proyecto en su integridad contempla el acceso a 2,200 títulos escaneados.",biblioteca-digital-del-patrimonio-bibliografico-dominicano,,http://bnphu.gob.do,http://bibliotecadigital.bnphu.gob.do:8080/xmlui/?locale-attribute=es,,false,,0,,0,2019-04-01 16:08:08,2022-09-30 01:09:24,50,0,1,Biblioteca Nacional Pedro Henríquez Ureña,BNPHU,Educación,EDUCACION
126,,mh-consulta-de-solicitud-de-servicios-27126,Consulta de Solicitud de Servicios,portal,1,0,1,2,1,27,1,,3,,0.00,"A través de este servicio el ciudadano puede saber, vía una consulta en línea, en qué estado de ejecución se encuentra una solicitud o trámite que haya presentado en el Ministerio de Hacienda. Mediante un flujo secuencial podrá consultar las acciones ejecutadas por cada funcionario que ha intervenido en el trámite solicitado y visualizar el tiempo utilizado hasta obtener su respuesta.",consulta-de-solicitud-de-servicios,baja,http://www.hacienda.gob.do,https://sigob.hacienda.gob.do/consultacorrespondencia/,,false,,0,,0,2019-04-01 16:08:25,2021-11-29 10:19:24,43,0,1,Ministerio de Hacienda,MH,Educación,EDUCACION
128,,bnphu-catalogo-en-linea-acceso-publico-al-opac-de-la-bnphu-37128,Catálogo en Línea Acceso Público al OPAC de la BNPHU,portal,1,0,1,1,1,37,1,,4,,0.00,"A través de esta herramienta de consulta el usuario puede localizar, identificar, seleccionar y obtener acceso a los documentos que busca según la necesidad de información.El catálogo en línea de acceso público es la puerta de acceso al conocimiento que se atesora en las colecciones.",catalogo-en-linea-acceso-publico-al-opac-de-la-bnphu,,http://bnphu.gob.do,http://bnphu.gob.do/servicios/consulta-catalogo-bibliografico,,false,,0,,0,2019-04-01 16:15:00,2022-09-30 01:12:48,42,0,1,Biblioteca Nacional Pedro Henríquez Ureña,BNPHU,Educación,EDUCACION
129,,bnphu-acceso-a-registro-y-asignacion-de-isbn-37129,Acceso a Registro y Asignación de ISBN,portal,1,0,1,1,1,37,1,,4,,0.00,"Este servicio permite el acceso a registro y asignación de ISBN. El Sistema Internacional para la Numeración de Libros (ISBN), fue concebido con el fin de proporcionar un código único de identificación para todos los libros publicados, y manejar el intercambio de información en todos aquellos sectores que de una u otra forma participan del comercio de libros.",acceso-a-registro-y-asignacion-de-isbn,,http://bnphu.gob.do,http://bnphu.gob.do/servicios/international-standard-book-number-isbn,,false,,0,,0,2019-04-01 16:20:08,2022-09-30 01:11:30,135,0,1,Biblioteca Nacional Pedro Henríquez Ureña,BNPHU,Educación,EDUCACION
153,,idac-solicitud-para-la-construccion-de-edificacion-especialmente-alta-dvso-ad-fa03-41153,Solicitud para la Construcción de Edificación Especialmente Alta DVSO-AD-FA03,portal,1,0,1,1,1,41,1,,4,,0.00,"Este servicio permite solicitar la aprobación dentro de un plazo establecido para las construcciones especialmente altas, de manera que no se constituyan en obstáculos para la seguridad en el espacio aéreo de la República Dominicana.",solicitud-para-la-construccion-de-edificacion-especialmente-alta-dvso-ad-fa03,,http://idac.gob.do,https://serviciosvirtualestac.idac.gob.do/portalciudadano/,,true,,0,,0,2019-04-02 15:51:22,2022-08-10 12:13:32,18,0,1,Instituto Dominicano de Aviación Civil,IDAC,Educación,EDUCACION
190,,conape-subida-de-cv-(curriculum)-online-43190,Subida de CV (curriculum) Online,portal,1,0,1,1,1,43,1,,4,,0.00,Interesados en sumarse al personal de CONAPE(Consejo Nacional de la Personas Envejeciente) podrá suministrar su currículo a la institución de manera rápida y sencilla.,subida-de-cv-(curriculum)-online,,http://conape.gob.do,http://conape.gob.do/servicios/rrhh/formulario_subir_cv.cfm,,false,,0,,0,2019-04-03 14:46:59,2022-09-21 07:02:01,53,0,0,Consejo Nacional de la Persona Envejeciente,CONAPE,Educación,EDUCACION
216,,capgefi-solicitud-pago-de-matriculacion-via-web-38216,Solicitud Pago de Matriculación vía WEB,portal,1,0,1,1,1,38,1,,4,,0.00,"Este servicio brinda a los estudiantes del sector público y privado la oportunidad de gestionar y tramitar la admisión a los cursos impartidos por el Ministerio de Hacienda, a través del CAPGEFI.",solicitud-pago-de-matriculacion-via-web,,http://capgefi.gov.do,https://gsc.hacienda.gob.do/capgefi/serviciosSolicitudAdmision,,false,,0,,0,2019-04-03 16:33:04,2022-09-30 01:15:07,40,0,0,Centro de Capacitación en Política y Gestión Fiscal,CAPGEFI,Educación,EDUCACION
217,,capgefi-solicitud-de-certificaciones-via-web-38217,Solicitud de Certificaciones Vía Web,portal,1,0,1,1,1,38,1,,4,,0.00,"Este servicio brinda a los estudiantes del sector público y privado, la oportunidad de tramitar la solicitud de un documento que certifica haber cumplido con los requerimientos necesarios para aprobar un curso o entrenamiento impartido por el Ministerio de Hacienda a través del Centro de Capacitación en Política y Gestión Fiscal (CAPGEFI); con el objetivo contribuir con el fortalecimiento y modernización de la Administración financiera del Estado Dominicano.",solicitud-de-certificaciones-via-web,,http://capgefi.gov.do,https://gsc.hacienda.gob.do/capgefi/serviciosSolicitudCertificacion,,false,,0,,0,2019-04-03 16:41:39,2022-09-30 01:15:19,30,0,0,Centro de Capacitación en Política y Gestión Fiscal,CAPGEFI,Educación,EDUCACION
218,,capgefi-solicitud-de-pre-admision-de-estudiantes-via-web-38218,Solicitud de Pre-admisión de Estudiantes Vía Web,portal,1,0,1,1,1,38,1,,4,,0.00,"Este servicio brinda a los estudiantes del sector público y privado la oportunidad de gestionar y tramitar la admisión a los cursos impartidos por el Ministerio de Hacienda, a través del CAPGEFI, con el objetivo contribuir con el fortalecimiento y modernización de la Administración financiera del Estado Dominicano, en virtud de las leyes No. 1846-80,494-06 y sus modificaciones.",solicitud-de-pre-admision-de-estudiantes-via-web,,http://capgefi.gov.do,https://gsc.hacienda.gob.do/capgefi/serviciosSolicitudAdmision,,false,,0,,0,2019-04-03 16:51:03,2022-09-30 01:15:27,40,0,0,Centro de Capacitación en Política y Gestión Fiscal,CAPGEFI,Educación,EDUCACION
220,,agn-servicios-de-capacitacion-48220,Servicios de Capacitación,portal,1,0,1,1,1,48,1,,4,,0.00,"A través de este servicio se ofertan cursos, talleres, diplomados, maestrías y entrenamientos para la formación de recursos humanos en materia de archivos y, además, se busca garantizar la docencia en línea. Comprende la capacitación de los recursos humanos en diferentes modalidades de formación de acuerdo a intereses de las instituciones públicas y privadas.",servicios-de-capacitacion,,http://www.agn.gob.do,http://consulta.agn.gob.do/ena_registro/,,false,,0,,0,2019-04-03 19:40:49,2022-09-29 04:31:29,126,0,1,Archivo General de la Nación,AGN,Educación,EDUCACION
256,,infotep-solicitud-de-legalizacion-de-certificados-52256,Solicitud de Legalización de Certificados,portal,1,0,1,1,1,52,1,,4,,0.00,Antiguos alumnos del Instituto Nacional de Formación Técnico Profesional podrán solicitar la legalización de los certificados o títulos emitidos por la institución.,solicitud-de-legalizacion-de-certificados,,http://infotep.gov.do,http://servicios.infotep.gov.do/InfotepLegalizacion/,,false,,0,,0,2019-04-05 13:18:06,2022-09-22 05:12:58,144,0,1,Instituto Nacional de Formación Técnico Profesional,INFOTEP,Educación,EDUCACION
257,,infotep-consulta-de-certificados-y-titulos-52257,Consulta de Certificados y Títulos,portal,1,0,1,1,1,52,1,,4,,0.00,Antiguos alumnos del Instituto Nacional de Formación Técnico Profesional podrán consultar e imprimir los certificados obtenidos.,consulta-de-certificados-y-titulos,,http://infotep.gov.do,http://servicios.infotep.gob.do/Certificados/,,false,,0,,0,2019-04-05 13:22:26,2022-09-14 00:47:53,190,0,1,Instituto Nacional de Formación Técnico Profesional,INFOTEP,Educación,EDUCACION
278,,mimarena-certificacion-de-las-treinta-horas-de-servicio-ambiental-estudiantil-56278,Certificación de las Treinta Horas de Servicio Ambiental Estudiantil,portal,1,0,1,1,1,56,1,,4,,0.00,"La Dirección de Educación y Capacitación Ambiental imparte charlas de sensibilización, y trabajos de campo a estudiantes de 3ero. y 4to. año de Bachillerato dentro del marco de las 60 horas de Servicio Social Estudiantil que establece la Ley 179-03. Este programa va dirigido a Instituciones de Educación Formal en la República Dominicana.",certificacion-de-las-treinta-horas-de-servicio-ambiental-estudiantil,,http://ambiente.gob.do,http://ambiente.gob.do/certificacion-de-las-treinta-30-horas-de-servicio-ambiental-estudiantil/,,false,,0,,0,2019-04-05 16:03:35,2022-06-29 16:22:33,19,0,0,Ministerio de Medio Ambiente y Recursos Naturales,MIMARENA,Educación,EDUCACION
287,,mapre-recorrido-historico-cultural-al-palacio-nacional-60287,Recorrido Histórico Cultural al Palacio Nacional,portal,1,0,1,1,1,60,1,,4,,0.00,"Conocido coloquialmente como Tours por el Palacio Nacional. Estas son visitas de carácter histórico-cultural que se realizan con el objetivo de dar a conocer la Casa de Gobierno de la República Dominicana, su historia, arquitectura, composición y salones más importantes.",recorrido-historico-cultural-al-palacio-nacional,,https://mapre.gob.do,https://mapre.gob.do/servicios/recorridohistorico-cultural-al-palacio-nacional/,,true,,0,,0,2019-04-08 16:18:12,2022-08-29 01:13:48,49,0,1,Ministerio Administrativo de la Presidencia,MAPRE,Educación,EDUCACION
298,,mmujer-solicitud-en-linea-de-capacitacion-en-salud-integral-para-adolescentes-62298,Solicitud en Línea de Capacitación en Salud Integral para Adolescentes,portal,1,0,1,1,1,62,1,,4,,0.00,"Este servicio busca promover, a través de charlas gratuitas, la salud sexual y reproductiva de los adolescentes, desde una perspectiva de género y con enfoque de derechos humanos,  y de esta manera contribuir a reducir los altos índices de embarazos, las infecciones de transmisión sexual (ITS), el VIH, la violencia y otras problemáticas de salud en esta población.",solicitud-en-linea-de-capacitacion-en-salud-integral-para-adolescentes,,https://mujer.gob.do/,http://centropsia.gob.do/servicios/,,false,,0,,0,2019-04-09 15:10:03,2022-08-24 11:10:28,24,0,1,Ministerio de la Mujer,MMujer,Educación,EDUCACION
300,,mj-servicio-de-asistencia-a-los-becados-63300,Servicio de Asistencia a los Becados,portal,1,0,1,1,1,63,1,,4,,0.00,"Este servicio del Ministerio de la Juventud brinda información sobre el estado de las becas solicitadas y resuelve problemas en inscripciones, reportes académicos y pagos.",servicio-de-asistencia-a-los-becados,,http://juventud.gob.do,https://juventud.gob.do/ova_sev/asistencia-a-becados-2/,,false,,0,,0,2019-04-09 15:23:13,2022-06-20 19:27:34,58,0,1,Ministerio de la Juventud,MJ,Educación,EDUCACION
572,,superate-cambio-de-direccion-84572,Cambio de Dirección,portal,1,0,1,1,1,84,1,,4,,0.00,Acción mediante la cual el jefe o la jefa de un hogar participante solicita un cambio de dirección.,cambio-de-direccion,baja,https://superate.gob.do/,http://serviciosenlinea.puntosolidario.gob.do/login,,false,,0,,0,2019-07-01 17:43:53,2022-08-25 04:42:21,16,0,1,Supérate,Supérate,Educación,EDUCACION
672,,itla-biblioteca-28672,Biblioteca,portal,0,0,1,1,1,28,1,,4,,0.00,"Es un servicio general de apoyo al estudio, la docencia, la investigación y gestión, que tiene como misión principal la de facilitar y proveer los servicios de información bibliográfica y documental necesarias para las funciones de investigación y docentes del ITLA.",biblioteca,baja,http://itla.edu.do,https://itla.edu.do/biblioteca,,false,,0,,0,2019-11-21 10:02:21,2022-06-26 02:37:58,82,0,0,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
673,,itla-inscripcion-28673,Inscripción,portal,0,0,1,2,1,28,1,,3,,0.00,Es el servicio mediante el cual un estudiante puede seleccionar e inscribir las materias o cursos que tomaran cuatrimestral o trimestralmente.,inscripcion,baja,http://itla.edu.do,https://www.itla.edu.do/servicios/inscripcion,,false,,0,,0,2019-11-21 10:29:42,2021-08-15 21:01:50,13,0,1,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
674,,itla-residencia-academica-28674,Residencia Académica,portal,0,0,1,1,1,28,1,,4,,0.00,"Nuestra Residencia académica ofrece alojamiento a los estudiantes activos de educación superior del Instituto Tecnológico de las Américas, dando prioridad a los jóvenes provenientes de las diferentes provincias del país.",residencia-academica,baja,http://itla.edu.do,https://itla.edu.do/residencia,,false,,0,,0,2019-11-21 10:41:29,2022-09-14 12:49:07,55,0,0,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
675,,itla-solicitud-de-retiro-28675,Solicitud de Retiro,portal,0,0,1,2,1,28,1,,3,,0.00,Es el servicio por el cual los estudiantes activos tienen la opción de retirar las materias y/o cursos inscritos según su conveniencia.,solicitud-de-retiro,baja,http://itla.edu.do,https://www.itla.edu.do/servicios/solicitud-retiro,,false,,0,,0,2019-11-21 10:49:24,2021-09-10 10:07:56,6,0,1,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
676,,itla-asistencia-financiera-28676,Asistencia Financiera,portal,0,0,1,1,1,28,1,,4,,0.00,"Ofrece planes de financiamiento de estudios, brindando al estudiante más oportunidades para su formación académica.

El objetivo principal es proporcionar a los estudiantes diferentes herramientas y facilidades para realizar sus estudios a través de los programas de becas y ayuda financiera mediante instituciones afiliadas.",asistencia-financiera,baja,http://itla.edu.do,https://www.itla.edu.do/asistencia-financiera,,false,,0,,0,2019-11-21 11:05:46,2022-08-04 17:39:57,66,0,1,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
677,,itla-revision-de-calificaciones-28677,Revisión de Calificaciones,portal,1,0,1,2,1,28,1,,3,,0.00,En este servicio podemos verificar calificaciones. Esta opción les permite a los estudiantes realizar comentarios y redactar la razón por la cual solicitan la revisión de sus calificaciones.,revision-de-calificaciones,baja,http://itla.edu.do,https://www.itla.edu.do/servicios/revision-calificaciones,,false,,0,,0,2019-11-21 11:08:12,2021-12-01 18:24:55,5,0,1,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
678,,itla-solicitud-de-diploma-28678,Solicitud de Diploma,portal,0,0,1,1,1,28,1,,4,,0.00,Permite descargar e imprimir los certificados o diplomas de los cursos aprobados.,solicitud-de-diploma,baja,http://itla.edu.do,https://www.itla.edu.do/servicios/solicitud-diploma,,false,,0,,0,2019-11-21 11:21:22,2022-09-23 18:44:44,97,0,1,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
679,,itla-deporte-y-cultura-28679,Deporte y Cultura,portal,0,0,1,1,1,28,1,,4,,0.00,"Este servicio coordina las actividades extracurriculares del ITLA, estas se dividen en deportivas, culturales y medio ambientales y tienen como objeto que los estudiantes puedan disfrutar de actividades para su salud y cultura general.",deporte-y-cultura,baja,http://itla.edu.do,https://itla.edu.do/deportes-y-cultura,,false,,0,,0,2019-11-21 11:31:56,2022-09-27 09:14:17,39,0,0,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
680,,itla-transporte-28680,Transporte,portal,0,0,1,1,1,28,1,,4,,0.00,"El servicio de transporte de ITLA se ha implementado para uso exclusivo de los estudiantes, empleados y egresados de la institución. Cuenta con diferentes rutas y horarios para ofrecer mayores facilidades a nuestros usuarios.",transporte,baja,http://itla.edu.do,https://itla.edu.do/transporte,,false,,0,,0,2019-11-21 11:56:40,2022-09-26 18:57:05,54,0,0,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
681,,itla-admisiones-28681,Admisiones,portal,0,0,1,2,1,28,1,,3,,0.00,"La admisión es el proceso inicial mediante el cual el candidato concretiza su intención de ingresar a la institución a una carrera de 2 años, mediante el formulario de solicitud de admisión.",admisiones,baja,http://itla.edu.do,https://itla.edu.do/admisiones,,false,,0,,0,2019-11-21 12:19:59,2021-08-12 20:36:52,7,0,0,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
841,,optic-duplicado---app-de-elearning-para-mipymes-1841,Duplicado - App de eLearning para MIPyMES,portal,0,0,1,2,1,1,1,,1,,0.00,"La aplicación educativa de Fundación Reservas del País es una plataforma de educación virtual para formación de MIPYMES. Actualmente, el curso disponible es el programa de educación financiera que imparte la Fundación de forma presencial.",duplicado---app-de-elearning-para-mipymes,baja,https://psplbk.serviciosrd.gob.do,https://appeducativa.fundacionreservas.com/login,,false,,0,,0,2019-12-13 12:20:04,2020-07-16 18:11:44,0,0,1,Oficina Gubernamental de Tecnologías de la Información y Comunicación,OGTIC,Educación,EDUCACION
877,,itla-educacion-permanente-28877,Educación Permanente,portal,1,0,1,1,1,28,1,,4,,0.00,"Este servicio se encarga de brindar un amplio programa que comprende cursos,
talleres y diplomados de corta duración en modalidad presencial, semi-presencial y
virtual en nuestras áreas de excelencia. Agregándose a estas las áreas de
Emprendimiento e Innovación, Escuela de Inglés, Cine, Seguridad Informática y Ciencia
de los Datos.",educacion-permanente,baja,http://itla.edu.do,https://itla.edu.do/educacion-permanente,,false,,0,,0,2019-12-17 10:13:16,2022-06-26 02:40:45,43,0,1,Instituto Tecnológico de Las Américas,ITLA,Educación,EDUCACION
937,,mescyt-ley-139-01-exoneracion-a-universidades-7937,Ley 139-01 Exoneración A Universidades,portal,1,0,1,2,1,7,1,,3,,0.00,Proceso de exoneración de impuestos y gravámenes de importación a las entidades de sector educación.,ley-139-01-exoneracion-a-universidades,baja,https://www.mescyt.gob.do/,https://siga.aduanas.gob.do/,,false,,0,,0,2019-12-18 15:14:14,2022-05-17 16:42:30,25,0,1,"Ministerio de Educación Superior, Ciencia y Tecnología",MESCYT,Educación,EDUCACION
976,,agricultura-autorizacion-importacion-materias-primas-para-la-elaboracion-de-alimentos-33976,Autorización Importación Materias Primas para la Elaboración de Alimentos,portal,0,0,1,1,1,33,1,,4,,0.00,"Permiso requerido para la importación de materias primas para la elaboración de alimentos, emitido por el Ministerio de Salud Pública.",autorizacion-importacion-materias-primas-para-la-elaboracion-de-alimentos,baja,http://www.agricultura.gob.do,https://siga.aduanas.gob.do/,,false,,0,,0,2019-12-20 15:00:02,2020-11-18 13:55:52,1,0,1,Ministerio de Agricultura,AGRICULTURA,Educación,EDUCACION
1051,,uasd-pago-de-creditos-de-asignaturas-en-linea-391051,Pago de Créditos de Asignaturas en Línea,portal,0,0,1,1,1,39,1,,4,,0.00,Este servicio permite al estudiante realizar el pago de los créditos de las asignaturas tomadas por semestre a través de la página web de la universidad.,pago-de-creditos-de-asignaturas-en-linea,baja,https://uasd.edu.do,https://app.uasd.edu.do/pago_web/,,false,,0,,0,2019-12-30 11:13:48,2022-09-29 14:10:59,37,0,1,Universidad Autónoma de Santo Domingo,UASD,Educación,EDUCACION
1105,,optic-duplicado---electrificacion-y-rehabilitacion-de-redes-electricas-11105,Duplicado - Electrificación y Rehabilitación de Redes Eléctricas,portal,0,0,1,2,1,1,1,,1,,0.00,"Consiste en electrificar las zonas que carecen de servicio de energía eléctrica a partir de fuentes renovables (micro hidroeléctricas y paneles fotovoltaicos) y no renovables de energía, o rehabilitar las redes existentes que se encuentren en deterioro con servicio precario.",duplicado---electrificacion-y-rehabilitacion-de-redes-electricas,baja,https://psplbk.serviciosrd.gob.do,http://uers.gob.do/index.php/servicios/electrificacion-y-rehabilitacion-de-redes-electricas,,false,,0,,0,2020-01-08 09:40:04,2020-07-16 18:35:27,0,0,1,Oficina Gubernamental de Tecnologías de la Información y Comunicación,OGTIC,Educación,EDUCACION
1147,,minc-recorrido-virtual-de-museos-1181147,Recorrido Virtual de Museos,portal,0,0,1,1,1,118,1,,4,,0.00,"El Ministerio de Cultura brinda la posibilidad de realizar recorridos virtuales en los once museos pertenecientes a la Red Nacional de Museos. El recorrido incluye audio guía, vistas 360 en las salas y la manipulación de piezas en 3D, entre otros.",recorrido-virtual-de-museos,baja,http://www.cultura.gob.do/,http://museosrd.gob.do/museo-virtual/,,false,,0,,0,2020-01-09 11:16:17,2022-08-05 00:48:05,38,0,1,Ministerio de Cultura,MINC,Educación,EDUCACION
